Id,Price,Age_08_22,KM,Fuel_Type,HP,Color,Automatic,CC,Doors,Cylinders,Gears,Mfr_Guarantee,ABS,Airbag_1,Airbag_2,Airco,CD_Player,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Metallic_Rim
174,19500,8,10077,Petrol,97,Black,0,1400,5,4,5,1,1,1,1,1,1,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
175,18950,8,10000,Petrol,97,Grey,0,1400,5,4,5,0,1,1,1,1,1,1,1,0,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,
176,21950,8,9788,Petrol,110,Silver,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
177,19950,8,8574,Petrol,110,Black,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
178,18950,8,7000,Petrol,110,Grey,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,
179,19950,7,6250,Petrol,110,Grey,0,1600,5,4,5,0,1,1,1,1,1,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
180,21950,8,5000,Petrol,110,Grey,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
181,22500,6,3000,Petrol,110,Black,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
182,18500,7,2000,Petrol,110,Red,0,1600,5,4,5,0,1,1,0,1,1,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
183,18700,7,450,Petrol,97,Grey,0,1400,5,4,5,0,1,1,1,1,1,1,1,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,
184,21125,2,225,Petrol,97,Blue,0,1400,5,4,5,1,1,1,1,1,1,1,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,
185,21500,2,15,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,
186,17795,1,1,Petrol,98,Grey,0,1400,4,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
187,18245,1,1,Petrol,110,Grey,0,1600,5,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
188,6950,43,243000,Diesel,69,White,0,1900,3,4,5,0,1,1,1,1,0,1,1,1,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
189,9500,38,180638,Diesel,90,Red,0,2000,4,4,5,0,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
190,11950,40,179860,Diesel,90,Blue,0,2000,5,4,5,0,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
191,7750,43,178858,CNG,110,White,0,1600,3,4,5,0,1,1,1,0,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
192,11950,40,161000,Diesel,69,Grey,0,1900,3,4,5,0,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
193,4350,44,158320,Diesel,69,White,0,1800,5,4,5,0,1,1,0,0,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
194,4750,44,131273,Diesel,69,Silver,0,1800,5,4,5,0,1,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
195,11750,40,130062,Diesel,69,Red,0,1900,5,4,5,0,1,1,1,1,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
196,13250,41,123425,Diesel,69,Blue,0,1900,5,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
197,11950,37,118217,Petrol,110,Red,0,1600,5,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
198,11900,44,110000,Diesel,69,Silver,0,1900,5,4,5,0,1,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
199,14750,39,108847,Diesel,90,Blue,0,2000,5,4,5,0,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
200,9950,42,105699,Petrol,97,Grey,0,1400,3,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
201,11950,39,98823,CNG,110,Blue,0,1600,5,4,5,1,1,1,1,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
202,11495,44,96829,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,1,1,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
203,11250,40,96518,Petrol,97,Red,0,1400,3,4,5,0,1,1,0,1,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
204,10500,42,92204,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
205,10450,35,91456,Diesel,69,Red,0,1900,3,4,5,0,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
206,12950,43,89968,Diesel,69,Green,0,1900,5,4,5,0,0,1,1,0,0,1,1,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
207,11500,44,89757,Petrol,110,Black,0,1600,3,4,5,1,1,1,1,1,1,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
208,12500,40,85389,Petrol,110,Silver,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
209,10950,43,85017,Petrol,97,Red,0,1400,5,4,5,1,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
210,11450,41,84312,Petrol,110,Grey,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
211,11950,37,82743,CNG,110,Green,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
212,13250,41,81106,Diesel,69,Black,0,1900,5,4,5,0,1,1,1,1,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
213,14750,40,80425,Diesel,90,Grey,0,2000,5,4,5,0,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
214,11790,34,78677,Petrol,110,Blue,1,1600,5,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
215,11450,40,78425,Petrol,110,Blue,0,1600,5,4,5,0,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
216,13500,33,78108,Diesel,90,Grey,0,2000,3,4,5,1,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
217,10950,33,77321,Petrol,110,Grey,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
218,13500,33,75699,Diesel,69,Green,0,1900,3,4,5,1,1,1,1,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
219,10950,41,75697,Petrol,97,Silver,0,1400,3,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
220,10950,44,74846,Petrol,97,Black,0,1400,3,4,5,1,1,1,1,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
221,12950,38,74319,Petrol,110,Black,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
222,11950,43,74285,Petrol,110,Blue,0,1600,5,4,5,0,0,1,0,0,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
223,12450,44,74172,Petrol,110,Black,0,1600,5,4,5,1,0,1,0,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
224,11950,40,73042,Petrol,110,Blue,0,1598,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
225,14950,44,71793,CNG,110,Red,0,1600,4,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
226,12450,35,71200,Petrol,110,Green,0,1600,5,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
227,12950,38,67805,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
228,11950,35,65988,Petrol,110,Blue,0,1600,3,4,5,1,1,1,1,0,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
229,11690,34,65345,Petrol,97,Red,0,1400,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
230,12450,42,64564,Petrol,110,Silver,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
231,12750,36,63459,Petrol,97,Green,0,1400,5,4,5,1,1,1,1,1,1,1,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
232,11925,44,63451,Petrol,97,Black,0,1400,3,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
233,12950,33,62000,Petrol,110,Green,0,1600,5,4,5,1,1,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
234,11950,42,61300,Petrol,97,Blue,0,1400,3,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
235,12900,41,61200,Petrol,110,Blue,0,1600,3,4,5,1,1,1,1,1,1,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
236,11900,41,61000,Petrol,110,Red,0,1600,5,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
237,11650,38,60829,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
238,10950,44,60500,Petrol,110,Red,0,1600,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
239,13950,35,59500,Diesel,69,Silver,0,1900,3,4,5,1,1,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
240,13950,44,59000,Petrol,110,Grey,1,1600,5,4,5,0,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
241,11950,40,58954,Petrol,110,Green,0,1600,5,4,5,0,1,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
242,10950,38,58798,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
243,12450,38,58363,Petrol,110,Black,0,1600,3,4,5,0,1,1,1,1,1,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
244,11950,43,58277,Petrol,110,Grey,0,1600,3,4,5,0,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
245,13500,33,57711,Diesel,90,Green,0,2000,3,4,5,1,1,1,1,1,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
246,11690,33,57269,Petrol,110,Green,0,1600,5,4,5,1,1,1,1,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
247,13500,39,56001,Petrol,110,Black,0,1600,5,4,5,1,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
248,11950,42,55968,Petrol,110,Blue,0,1600,3,4,5,1,1,1,1,1,0,0,1,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,
249,12900,39,55678,Petrol,110,Blue,0,1600,4,4,5,1,1,1,1,1,1,1,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
250,13500,43,55539,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,1,0,0,1,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,
251,11750,42,55400,Petrol,110,Red,0,1600,5,4,5,1,0,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
252,11750,33,55350,Petrol,110,Green,0,1600,5,4,5,1,1,1,1,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
253,10850,43,54600,Petrol,110,Blue,0,1600,4,4,5,1,1,1,1,1,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
254,11750,43,53773,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,0,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
255,14950,42,53719,Petrol,110,Grey,1,1600,5,4,5,1,1,1,1,0,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
256,9940,39,53644,Petrol,110,Green,0,1600,5,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
257,12900,42,53350,Petrol,110,Black,0,1600,5,4,5,1,1,1,0,0,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
258,13500,38,53000,Petrol,110,Silver,0,1600,5,4,5,0,1,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
259,11750,44,52084,Petrol,97,Yellow,0,1400,3,4,5,1,1,1,1,1,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
260,11950,44,52000,Petrol,97,Black,0,1400,3,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
261,13450,33,51945,Petrol,110,Green,0,1600,5,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
262,11950,41,51732,Petrol,97,Green,0,1400,3,4,5,0,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
263,12495,39,50873,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
264,13500,41,50856,Petrol,110,Green,0,1600,4,4,5,0,1,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
265,12750,40,50640,Petrol,110,Blue,0,1600,5,4,5,0,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
266,12000,39,50000,Petrol,97,Black,0,1400,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
267,11950,38,49500,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
268,12495,44,49332,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
269,12450,34,49291,Petrol,110,Black,0,1600,3,4,5,1,1,1,1,1,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
270,14750,40,48952,Diesel,90,Blue,0,2000,5,4,5,0,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
271,10950,39,48945,Petrol,110,Red,0,1600,3,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
272,13500,33,48928,Diesel,69,Grey,0,1900,3,4,5,1,1,1,1,1,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
273,12950,38,48197,Petrol,110,Black,0,1600,5,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
274,13500,35,48052,Diesel,69,Grey,0,1900,3,4,5,1,1,1,1,1,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
275,13450,34,48011,Petrol,110,Blue,0,1600,4,4,5,1,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
276,13500,43,48000,Petrol,110,Red,0,1600,5,4,5,0,1,1,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
277,11480,41,47350,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,0,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
278,13450,39,46821,Petrol,97,Red,0,1400,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
279,11495,39,46694,Petrol,110,Red,0,1600,3,4,5,1,1,1,1,0,1,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
280,12750,43,46515,Petrol,97,Red,0,1400,5,4,5,0,1,1,0,1,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
281,14990,38,46327,Petrol,110,Black,0,1600,3,4,5,1,1,1,1,1,1,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
282,12950,35,46304,Petrol,97,Green,0,1400,5,4,5,1,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
283,12950,40,45886,Petrol,110,Green,0,1600,5,4,5,1,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
284,12850,39,45713,Petrol,97,Blue,0,1400,5,4,5,0,1,1,0,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
285,13950,40,45600,Petrol,110,Grey,1,1600,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
286,11950,41,45287,Petrol,110,Red,0,1600,5,4,5,0,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
287,12950,39,45081,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
288,11700,40,44830,Petrol,110,Green,0,1600,5,4,5,0,1,1,1,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
289,9950,37,44757,Petrol,97,Red,0,1400,3,4,5,0,1,1,1,1,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
290,11895,44,44218,Petrol,97,Grey,0,1400,5,4,5,1,1,1,1,0,1,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
291,12950,43,43632,Petrol,110,Blue,0,1600,5,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
292,12500,36,43427,Petrol,110,Green,0,1600,3,4,5,1,1,1,1,0,1,1,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
293,13875,39,43254,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
294,10500,35,43000,Petrol,110,White,0,1600,3,4,5,0,1,1,1,0,1,0,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,
295,12295,33,42823,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
296,13950,42,42560,Petrol,110,Silver,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
297,10950,38,41754,Petrol,110,Red,0,1600,3,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
298,12950,44,41499,CNG,110,Green,0,1600,5,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
299,12850,40,41339,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
300,13995,35,41000,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
301,13750,39,40000,Petrol,110,Grey,0,1600,3,4,5,0,1,1,1,1,0,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
302,12750,37,39757,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
303,12500,41,39659,Petrol,110,Green,0,1600,3,4,5,1,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
304,13950,43,39650,Petrol,110,Blue,0,1600,3,4,5,0,1,1,1,0,0,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
305,11500,39,39524,Petrol,97,Grey,0,1398,3,4,5,1,1,1,0,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
306,13950,44,39516,Petrol,97,Grey,0,1400,5,4,5,1,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
307,11895,41,39439,Petrol,97,Grey,0,1400,5,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
308,9950,44,39000,Petrol,97,Blue,0,1400,3,4,5,0,1,1,1,0,0,0,1,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
309,13500,42,38932,Petrol,110,Green,0,1600,3,4,5,0,1,1,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
310,11450,37,38812,Petrol,97,Red,0,1400,3,4,5,1,1,1,1,1,1,1,1,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,
311,12450,42,38665,Petrol,110,Green,0,1600,5,4,5,1,1,1,1,1,0,1,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
312,12950,40,38653,Petrol,110,Green,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
313,13995,44,38461,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
314,11750,42,38078,Petrol,97,Grey,0,1400,3,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
315,11650,39,37782,Petrol,97,Red,0,1400,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
316,9950,43,37576,Petrol,97,Grey,0,1400,3,4,5,0,1,1,1,1,0,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
317,13950,41,37533,Petrol,110,Green,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
318,12950,44,37389,Petrol,110,Black,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
319,10950,38,37320,Petrol,97,Blue,0,1400,3,4,5,0,1,1,1,1,1,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
320,9900,42,37000,Petrol,97,Green,0,1400,3,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
321,11950,44,37000,Petrol,110,Green,0,1600,4,4,5,0,1,1,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
322,11990,40,36566,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
323,10750,36,36269,Petrol,110,Blue,0,1600,5,4,5,0,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
324,13950,37,36074,Petrol,110,Silver,1,1600,5,4,5,0,1,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
325,11250,44,36066,Petrol,110,Black,0,1600,3,4,5,1,1,1,1,0,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
326,12950,39,34599,Petrol,110,Grey,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
327,11950,41,34000,Petrol,110,Red,0,1600,5,4,5,0,1,1,1,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
328,10950,42,33623,Petrol,97,Grey,0,1400,3,4,5,0,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
329,12950,33,33591,Petrol,110,Red,0,1600,5,4,5,0,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
330,12950,35,33258,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,1,1,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
331,11695,43,33113,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
332,11000,41,33000,Petrol,110,Silver,1,1600,5,4,6,0,1,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
333,13950,35,32941,Petrol,110,Yellow,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
334,11950,38,32781,Petrol,110,Blue,0,1600,5,4,5,1,1,1,1,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
335,11750,40,32532,Petrol,110,Black,0,1600,3,4,5,1,1,1,1,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
336,12400,34,32431,Petrol,97,Silver,0,1400,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
337,12500,35,32000,Petrol,110,Black,0,1600,3,4,5,0,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
339,12900,33,31000,Petrol,110,Silver,0,1600,5,4,5,0,1,1,0,1,0,1,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,
340,12200,41,30989,Petrol,110,Green,0,1600,3,4,5,0,1,1,1,1,1,1,1,0,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,
341,12750,43,30742,Petrol,110,Silver,0,1600,3,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
342,11950,42,30190,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
343,11900,41,29716,Petrol,116,Grey,0,1600,5,4,5,0,1,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
344,11950,44,29716,Petrol,110,Silver,1,1600,3,4,5,1,1,1,1,1,0,0,1,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
345,14950,42,29640,Petrol,110,Red,0,1600,3,4,5,1,1,1,1,1,1,1,1,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,
346,11950,41,29056,Petrol,97,Grey,0,1400,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
347,12950,33,28715,Petrol,110,Grey,0,1600,5,4,5,1,1,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
348,14950,41,28571,Petrol,110,Red,0,1600,5,4,5,1,1,1,1,1,1,1,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,
